Season,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,B365H,B365D,B365A,ImpProb_H,ImpProb_D,ImpProb_A,HomeResult,AwayResult,Home_GF_avg,Home_GA_avg,Home_WinRate,Away_GF_avg,Away_GA_avg,Away_WinRate,Diff_GF,Diff_GA,Diff_WinRate,True,Pred,P_A,P_D,P_H,Profit,Capital
2021-22,2021-09-11 15:00:00+00:00,Arsenal,Norwich,1,0,H,0.0,0.0,D,M Oliver,30.0,10.0,7.0,1.0,8.0,4.0,9.0,11.0,1.0,2.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,1.2,1.0,0.4,0.2,3.4,0.0,1.0,-2.4,0.4,H,H,0.0911400609992002,0.1013115866016094,0.8075483523991903,1.299114531612049,114.59689100529134
2021-22,2021-09-11 17:30:00+00:00,Chelsea,Aston Villa,3,0,H,1.0,0.0,H,S Attwell,12.0,18.0,4.0,6.0,4.0,11.0,11.0,11.0,1.0,4.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,1.4,0.4,0.6,1.8,2.0,0.4,-0.4000000000000001,-1.6,0.1999999999999999,H,H,0.2611970130275806,0.2884844499489388,0.4503185370234806,1.299114531612049,115.89600553690339
2021-22,2021-09-12 16:30:00+00:00,Leeds,Liverpool,0,3,A,0.0,1.0,A,C Pawson,9.0,30.0,4.0,9.0,2.0,11.0,9.0,8.0,2.0,1.0,1.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,1.8,1.0,0.4,2.6,0.8,0.8,-0.8,0.1999999999999999,-0.4,A,A,0.5681021646846507,0.2564228880283289,0.1754749472870204,2.7006943172546993,118.59669985415809
2021-22,2021-09-13 20:00:00+00:00,Everton,Burnley,3,1,H,0.0,0.0,D,M Atkinson,14.0,11.0,6.0,6.0,4.0,6.0,3.0,6.0,1.0,1.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,1.4,1.2,0.4,1.4,1.2,0.4,0.0,0.0,0.0,H,H,0.3399463857382922,0.2291362735455263,0.4309173407161815,1.299114531612049,119.89581438577014
2021-22,2021-09-17 20:00:00+00:00,Newcastle,Leeds,1,1,D,1.0,1.0,D,M Dean,17.0,22.0,7.0,9.0,4.0,5.0,9.0,11.0,2.0,2.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,1.6,2.4,0.2,1.6,1.6,0.4,0.0,0.7999999999999998,-0.2,D,A,0.4514696018803923,0.2332046522786052,0.3153257458410024,-1.0,118.89581438577014
2021-22,2021-09-18 12:30:00+00:00,Wolves,Brentford,0,2,A,0.0,2.0,A,D England,11.0,9.0,0.0,3.0,4.0,2.0,10.0,7.0,4.0,2.0,0.0,1.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,0.6,1.8,0.2,0.5,0.5,0.0,0.0999999999999999,1.3,0.2,A,H,0.1176986784655403,0.2807940537396258,0.6015072677948338,-1.0,117.89581438577014
2021-22,2021-09-18 15:00:00+00:00,Liverpool,Crystal Palace,3,0,H,1.0,0.0,H,A Madley,25.0,13.0,10.0,2.0,10.0,5.0,17.0,11.0,3.0,1.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,1.6,0.4,0.6,1.0,2.0,0.2,0.6000000000000001,-1.6,0.3999999999999999,H,H,0.1699960768277089,0.2738606455267005,0.5561432776455906,1.299114531612049,119.19492891738219
2021-22,2021-09-18 15:00:00+00:00,Man City,Southampton,0,0,D,0.0,0.0,D,J Moss,18.0,10.0,1.0,2.0,8.0,5.0,5.0,12.0,0.0,2.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,3.4,0.8,0.6,0.8,2.4,0.0,2.6,-1.6,0.6,D,H,0.2366832707936288,0.1245126327624531,0.6388040964439181,-1.0,118.19492891738219
2021-22,2021-09-18 15:00:00+00:00,Burnley,Arsenal,0,1,A,0.0,1.0,A,A Taylor,18.0,13.0,3.0,3.0,8.0,3.0,9.0,8.0,2.0,1.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,0.6,2.4,0.0,1.2,1.6,0.6,-0.6,0.7999999999999998,-0.6,A,A,0.4876987820963496,0.1847528762818933,0.3275483416217569,2.7006943172546993,120.89562323463689
2021-22,2021-09-18 15:00:00+00:00,Norwich,Watford,1,3,A,1.0,1.0,D,R Jones,12.0,12.0,5.0,8.0,4.0,8.0,10.0,14.0,1.0,1.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,0.2,2.4,0.0,0.6,2.4,0.0,-0.3999999999999999,0.0,0.0,A,A,0.4181977365719391,0.2795760176098924,0.3022262458181685,2.7006943172546993,123.59631755189159
